Names,BadBoyHalo,DanTDM,El Mariana,FitMC,Foolish Gamers,Jaiden Animations,luzugames,Maximus,MissaSinfonia,Ph1LzA,Roier,elrubiusOMG,Slimecicle,SpreenDMC,VEGETTA777,Wilbur Soot,Quackity
8-Jan-14,47451,1344333,,,,,936016,,,,,5123884,,,3322107,,
9-Jan-14,47522,1352018,,,,,941322,66813,,,,5144202,,,3346707,,
10-Jan-14,47587,1364213,,,,,946199,66844,,,,5158804,,,3365391,,
11-Jan-14,47643,1376845,,,,,952494,,,,,5177964,,,3388293,,
12-Jan-14,47762,1392360,,,,,958519,,,,,5198075,,,3412704,,
13-Jan-14,47807,1401778,,,,,963088,66911,,,,5214502,,,3428252,,
14-Jan-14,47826,1409615,,,,,970289,66937,,,,5235634,,,3459171,,
15-Jan-14,47944,1418798,,,,,975435,66956,,,,5255039,,,3479070,,
16-Jan-14,47972,1428081,,,,,979641,67157,,,,5274270,,,3492686,,
17-Jan-14,48025,1439229,,,,,985346,67232,,,,5292753,,,3515131,,
18-Jan-14,48095,1451159,,,,,990875,,,,,5307381,,,3540015,,
19-Jan-14,48180,1466334,,,,,998627,67312,,,,5325289,,,3559126,,
20-Jan-14,48227,1481161,,,,,1003836,67328,,,,5340530,,,3581957,,
21-Jan-14,48260,1490821,,,,,1009628,67378,,,,5354537,,,3609586,,
22-Jan-14,,1499186,,,,,1016111,67414,,,,5370895,,,3629789,,
23-Jan-14,48384,1509197,,,,,1022477,,,,,5395820,,,3655769,,
24-Jan-14,48478,1517012,,,,,1027766,,,,,5412871,,,3669887,,
25-Jan-14,48580,1526123,,,,,1033969,67513,,,,5434914,,,3706922,,
26-Jan-14,48658,1538612,,,,,1039421,67534,,,,5451797,,,3726246,,
27-Jan-14,48691,1546888,,,,,1046747,67556,,,,5470360,,,3749708,,
28-Jan-14,48781,1555631,,,,,1054100,,,,,5492623,,,3776721,,
29-Jan-14,48836,1565059,,,,,1060789,,,,,5510726,,,3806797,,
30-Jan-14,48910,1569038,,,,,1068456,,,,,5529003,,,3826035,,
31-Jan-14,48952,1578865,,,,,1076837,67669,,,,5553710,,,3855347,,
1-Feb-14,48994,1587652,,,,,1083615,67693,,,,5572504,,,3875397,,
2-Feb-14,49055,1596750,,,,,1090651,67702,,,,5590459,,,3897170,,
3-Feb-14,49092,1602328,,,,,1097613,67719,,,,5615157,,,3926264,,
4-Feb-14,,1610031,,,,,1106475,67731,,,,5624284,,,3944463,,
5-Feb-14,49157,1617905,,,,,1113813,67745,,,,5651210,,,3970320,,
6-Feb-14,49203,1624492,,,,,1120199,67760,,,,5664899,,,3985293,,
7-Feb-14,49267,1632791,,,,,1122902,67775,,,,5686585,,,4008590,,
8-Feb-14,49341,1640334,,,,,1131802,67784,,,,5707829,,,4022832,,
9-Feb-14,49390,1650147,,,,,1139270,67793,,,,5721312,,,4045069,,
10-Feb-14,49447,1658685,,,,,1146165,67807,,,,5747755,,,4073343,,
11-Feb-14,,1664698,,,,,1151277,67839,,,,5758718,,,4094062,,
12-Feb-14,49505,1670666,,,,,1156481,67859,,,,,,,4119167,,
13-Feb-14,,,,,,,,,,,,,,,,,
14-Feb-14,49547,,,,,,,,,,,,,,,,
15-Feb-14,,,,,,,,,,,,,,,,,
16-Feb-14,,,,,,0,,,,,,5860501,,,,,
17-Feb-14,,1710949,,,,,1184574,,,,,5880951,,,,,
18-Feb-14,49836,1719283,,,,,1190193,67922,,,,5899685,,,4255920,,
19-Feb-14,49915,1727189,,,,,1195083,67939,,,,5917018,,,4280935,,
20-Feb-14,,1733962,,,,,1199670,,,,,5934801,,,4301872,,
21-Feb-14,49984,1740208,,,,,1204333,67946,,,,5955437,,,4326152,,
22-Feb-14,,1748094,,,,,1208422,67940,,,,5973470,,,4346351,,
23-Feb-14,50122,1755027,,,,,1212520,,,,,5989007,,,4371037,,
24-Feb-14,50155,1760138,,,,,1217441,67938,,,,6007153,,,4388666,,
25-Feb-14,50211,1763843,,,,,1220335,67939,,,,6022443,,,4408786,,
26-Feb-14,50264,1768922,,,,,1224724,67943,,,,6037565,,,4430349,,
27-Feb-14,50275,1774935,,,,,1227892,,,,,6058037,,,4446581,,
28-Feb-14,50276,1779398,,,,,1232583,67959,,,,6076392,,,4463684,,
1-Mar-14,50337,1788645,,,,,1237105,67991,,,,6092838,,,4485825,,
2-Mar-14,50419,1795745,,,,,1241537,68005,,,,6110125,,,4502283,,
3-Mar-14,50454,1798965,,,,,1245018,68010,,,,6120985,,,4512808,,
4-Mar-14,,1804024,,,,,1247260,68038,,,,6152034,,,4531441,,
5-Mar-14,50534,1810905,,,,,1251772,,,,,6164742,,,4559958,,
6-Mar-14,50606,1817100,,,,,1256863,,,,,6176157,,,4593053,,
7-Mar-14,50647,1820965,,,,,1261347,68084,,,,6206418,,,4611729,,
8-Mar-14,50696,1829587,,,,,1265816,68212,,,,6221902,,,4642349,,
9-Mar-14,50747,1838286,,,,,1270711,68425,,,,6240276,,,4667133,,
10-Mar-14,50769,1843243,,,,,1273415,68554,,,,6261599,,,4693626,,
11-Mar-14,50813,1849001,,,,,1276742,68753,,,,6280009,,,4715355,,
12-Mar-14,50829,1855003,,,,,1280549,68800,,,,6300081,,,4743572,,
13-Mar-14,50905,1860713,,,,,1284200,68858,,,,6308896,,,4766924,,
14-Mar-14,50962,1865361,,,,,1287002,,,,,6319983,,,4777403,,
15-Mar-14,51010,1873324,,,,,1290226,69079,,,,6331314,,,4788830,,
16-Mar-14,51069,1880910,,,,,1293167,,,,,6339711,,,4802078,,
17-Mar-14,51117,1885872,,,,,1295791,69236,,,,6349778,,,4812684,,
18-Mar-14,51133,1890202,,,,,1298388,69335,,,,6357605,,,4821297,,
19-Mar-14,,1894145,,,,,1300420,,,,,6368339,,,4830173,,
20-Mar-14,51256,1898876,,,,,1303559,69415,,,,6379383,,,4838574,,
21-Mar-14,51260,1906084,,,,,1306205,69433,,,,6390903,,,4849945,,
22-Mar-14,51359,1914557,,,,,1311374,69469,,,,6402162,,,4862660,,
23-Mar-14,51430,1922248,,,,,1315606,69474,,,,6411521,,,4874107,,
24-Mar-14,51455,1927423,,,,,1318736,69508,,,,6419040,,,4881971,,
25-Mar-14,51486,1932660,,,,,1321708,,,,,6431484,,,4890732,,
26-Mar-14,51514,1938868,,,,,1325358,,,,,6439581,,,4901782,,
27-Mar-14,,1943276,,,,,1327788,69619,,,,6451955,,,4910363,,
28-Mar-14,51539,1948012,,,,,1331630,69638,,,,6464593,,,4920515,,
29-Mar-14,51601,1957120,,,,,1336755,69682,,,,6475626,,,4934140,,
30-Mar-14,51641,1966555,,,,,1340886,69705,,,,6485969,,,4945297,,
31-Mar-14,51684,1973498,,,,,1343642,69711,,,,6493110,,,4956009,,
1-Apr-14,,1978101,,,,,1346536,,,,,6502045,,,4964879,,
2-Apr-14,51755,1984517,,,,,1349648,69754,,,,6511210,,,4974406,,
3-Apr-14,51793,1989586,,,,,1352297,69758,,,,6521435,,,4983885,,
4-Apr-14,51799,1994225,,,,,1354779,,,,,6532688,,,4992894,,
5-Apr-14,,2002807,,,,,1358282,69795,,,,6543919,,,5005297,,
6-Apr-14,,2014491,,,,,1362559,69813,,,,6552377,,,5017378,,
7-Apr-14,51944,2023294,,,,,1365204,69823,,,,6560485,,,5027282,,
8-Apr-14,51961,2028999,,,,,1368101,69826,,,,6568707,,,5035598,,
9-Apr-14,52029,2035530,,,,,1371052,,,,,6579325,,,5045411,,
10-Apr-14,52030,2042755,,,,,1373898,,,,,6589508,,,5054470,,
11-Apr-14,52067,2049981,,,,,1376604,69863,,,,6601484,,,5066871,,
12-Apr-14,,2059261,,,,,1380542,69865,,,,6612778,,,5080669,,
13-Apr-14,52148,2070726,,,,,1384641,69926,,,,6622663,,,5093672,,
14-Apr-14,52175,2080086,,,,,1388338,,,,,6633007,,,5106084,,
15-Apr-14,,2088555,,,,,1392472,69996,,,,6644671,,,5116958,,
16-Apr-14,52332,2096357,,,,,1395834,69998,,,,6656451,,,5129830,,
17-Apr-14,52357,2103506,,,,,1400155,70023,,,,6668012,,,5140751,,
18-Apr-14,,2113568,,,,,1403683,70045,,,,6678247,,,5152526,,
19-Apr-14,52441,2123904,,,,,1407174,70089,,,,6689963,,,5164057,,
20-Apr-14,52460,2134284,,,,,1411229,70099,,,,6701300,,,5175719,,
21-Apr-14,52473,2144243,,,,,1415461,70102,,,,6711837,,,5187960,,
22-Apr-14,52537,2151443,,,,,1419460,70126,,,,6722069,,,5199118,,
23-Apr-14,52573,2158951,,,,,1423930,70139,,,,6732517,,,5210393,,
24-Apr-14,52610,2165773,,,,,1427611,70149,,,,6743233,,,5221258,,
25-Apr-14,52631,2172348,,,,,1431177,70161,,,,6754925,,,5233186,,
26-Apr-14,52665,2183521,,,,,1435247,70247,,,,6767569,,,5245429,,
27-Apr-14,52710,2194666,,,,,1438800,70292,,,,6773988,,,5257454,,
28-Apr-14,52745,2199986,,,,,1441281,70315,,,,6784707,,,5265074,,
29-Apr-14,52754,2212358,,,,,1443908,70361,,,,6793953,,,5275700,,
30-Apr-14,52803,2221459,,,,,1446788,70360,,,,6807111,,,5285200,,
1-May-14,52812,2229662,,,,,1450415,70404,,,,6822931,,,5297601,,
2-May-14,52844,2236991,,,,,1455227,70434,,,,6840025,,,5310339,,
3-May-14,52902,2246893,,,,,1462273,70474,,,,6855650,,,5324842,,
4-May-14,52943,2256912,,,,,1469071,70482,,,,6871683,,,5339129,,
5-May-14,52971,2264497,,,,,1475454,70493,,,,6885009,,,5353485,,
6-May-14,52972,2270681,,,,,1480044,70537,,,,6896662,,,5365282,,
7-May-14,,2277354,,,,,1484443,70535,,,,6907799,,,5376809,,
8-May-14,53044,2283629,,,,,1488795,70534,,,,6919155,,,5387180,,
9-May-14,53066,2290895,,,,,1492516,70542,,,,6932606,,,5399346,,
10-May-14,53084,2301972,,,,,1497398,70812,,,,6935768,,,5413025,,
11-May-14,53096,2304656,,,,,1498514,70941,,,,6951890,,,5415767,,
12-May-14,,2317511,,,,,1504166,,,,,,,,,,
13-May-14,,2321438,,,,,,,,,,6978355,,,5437727,,
14-May-14,,2333330,,,,,1512846,,,,,6980105,,,5457655,,
15-May-14,,2339233,,,,,1518207,71208,,,,,,,5466783,,
16-May-14,,2345064,,,,,1520199,,,,,7015775,,,5478712,,
17-May-14,53221,2360495,,,,,1528283,71295,,,,7028783,,,5496442,,
18-May-14,53243,2371549,,,,,1533665,71337,,,,7039527,,,5509983,,
19-May-14,53245,2378710,,,,,1537600,71359,,,,7049239,,,5520176,,
20-May-14,53283,2385959,,,,,1542340,71384,,,,7059017,,,5530745,,
21-May-14,53287,2392192,,,,,1547878,71397,,,,7068429,,,5541344,,
22-May-14,53292,2397547,,,,,1553588,71425,,,,7078432,,,5551995,,
23-May-14,53305,2405087,,,,,1560024,71426,,,,7089409,,,5561957,,
24-May-14,53291,2414367,,,,,1566195,71461,,,,7101118,,,5574897,,
25-May-14,53326,2423676,,,,,1572749,71475,,,,7110657,,,5587035,,
26-May-14,53367,2432550,,,,,1577190,71493,,,,7120159,,,5596572,,
27-May-14,53379,2440384,,,,,1582576,71502,,,,7129011,,,5605871,,
28-May-14,53387,2447671,,,,,1586677,71507,,,,7137881,,,5614166,,
29-May-14,53402,2455383,,,,,1591067,71530,,,,7146866,,,5624236,,
30-May-14,53406,2463531,,,,,1595699,,,,,7158496,,,5635824,,
31-May-14,53429,2473960,,,,,1599963,71554,,,,7170086,,,5648978,,
1-Jun-14,53436,2485184,,,,,1605040,71566,,,,7179187,,,5659457,,
2-Jun-14,53469,2493075,,,,,1608837,71575,,,,7189293,,,5671033,,
3-Jun-14,53489,2502414,,,,,1611597,71584,,,,7197224,,,5680792,,
4-Jun-14,,2511935,,,,,1615351,71606,,,,7208223,,,5690157,,
5-Jun-14,53495,2519628,,,,,1618659,71610,,,,7217596,,,5698799,,
6-Jun-14,,2526951,,,,,1621862,71622,,,,7230419,,,5708364,,
7-Jun-14,,2538007,,,,,1626170,,,,,7242430,,,5721110,,
8-Jun-14,53522,2546390,,,,,1630400,71641,,,,7251217,,,5732161,,
9-Jun-14,53511,2555270,,,,,1634131,71647,,,,7261386,,,5740914,,
10-Jun-14,53513,2563026,,,,,1637544,,,,,7270800,,,5751974,,
11-Jun-14,53530,2571202,,,,,1640573,71704,,,,7272541,,,5761312,,
12-Jun-14,53529,2572390,,,,,1641111,71706,,,,7289579,,,5762738,,
13-Jun-14,53562,2587383,,,,,1646269,,,,,7298384,,,5780152,,
14-Jun-14,53554,2596363,,,,,1649821,71737,,,,7310232,,,5790057,,
15-Jun-14,,2606986,,,,,1653213,71742,,,,7302127,,,5801888,,
16-Jun-14,53595,2605346,,,,,1654372,71741,,,,7321215,,,5801650,,
17-Jun-14,53728,2622901,,,,,1658191,71698,,,,7332183,,,5817549,,
18-Jun-14,53799,2632110,,,,,1661351,,,,,7340305,,,5827778,,
19-Jun-14,53833,2640725,,,,,1663881,,,,,7349952,,,5836196,,
20-Jun-14,53844,2648488,,,,,1666697,71714,,,,7360411,,,5844877,,
21-Jun-14,53868,2656911,,,,,1670014,,,,,7369771,,,5856310,,
22-Jun-14,53889,2667697,,,,,1673022,71737,,,,7378529,,,5865654,,
23-Jun-14,53924,2678074,,,,,1676584,71741,,,,7386025,,,5877109,,
24-Jun-14,53962,2686977,,,,,1680773,,,,,7397170,,,5886310,,
25-Jun-14,53980,2696215,,,,,1683942,71764,,,,7393285,,,5896358,,
26-Jun-14,53954,2698704,,,,,1686412,71549,,,,7403992,,,5897114,,
27-Jun-14,53976,2711158,,,,,1689566,,,,,7413721,,,5908155,,
28-Jun-14,53975,2723855,,,,,1692619,71574,,,,7424202,,,5919043,,
29-Jun-14,54018,2735206,,,,,1695836,71717,,,,7433427,,,5929754,,
30-Jun-14,54025,2748244,,,,,1699298,71761,,,,7442764,,,5939996,,
1-Jul-14,54080,2762293,,,,,1702907,71796,,,,7453150,,,5950747,,
2-Jul-14,54107,2772824,,,,,1705917,71808,,,,7463477,,,5959588,,
3-Jul-14,54122,2783166,,,,,1709458,,,,,7472502,,,5971500,,
4-Jul-14,54147,2792105,,,,,1712791,,,,,7483924,,,5981593,,
5-Jul-14,54170,2802312,,,,,1716404,71892,,,,7496553,,,5992905,,
6-Jul-14,54179,2816093,,,,,1719729,71926,,,,7508885,,,6004042,,
7-Jul-14,54197,2826974,,,,,1723733,71935,,,,7519840,,,6016130,,
8-Jul-14,54232,2839929,,,,,1727741,,,,,7531453,,,6026828,,
9-Jul-14,54247,2851081,,,,,1730839,72013,,,,7541737,,,6037586,,
10-Jul-14,54258,2861119,,,,,1734582,72031,,,,7553683,,,6048747,,
11-Jul-14,54277,2872946,,,,,1738097,72051,,,,7565062,,,6060105,,
12-Jul-14,54311,2888161,,,,,1741814,,,,,7574451,,,6073781,,
13-Jul-14,54342,2903079,,,,,1744793,72104,,,,7586571,,,6084553,,
14-Jul-14,54387,2916948,,,,,1748507,,,,,7597805,,,6095548,,
15-Jul-14,54418,2928590,,,,,1752908,72124,,,,7609478,,,6108858,,
16-Jul-14,54450,2942530,,,,,1757095,72140,,,,7618404,,,6119824,,
17-Jul-14,54476,2952554,,,,,1761294,72147,,,,7629769,,,6132160,,
18-Jul-14,54492,2963431,,,,,1765535,72161,,,,7642260,,,6146542,,
19-Jul-14,54503,2977585,,,,,1769476,72173,,,,7651115,,,6159326,,
20-Jul-14,54520,2989684,,,,,1774094,72181,,,,7662209,,,6172033,,
21-Jul-14,54553,3003642,,,,,1778805,72195,,,,7674052,,,6187945,,
22-Jul-14,54574,3017079,,,,,1783396,72193,,,,7683995,,,6200758,,
23-Jul-14,54578,3030655,,,,0,1787307,72210,,,,7693984,,,6214868,,
24-Jul-14,54599,3042277,,,,,1792245,,,,,7704948,,,6229062,,
25-Jul-14,54646,3055136,,,,,1796718,,,,,7716464,,,6242724,,
26-Jul-14,54660,3068082,,,,,1801846,,,,,7728169,,,6254876,,
27-Jul-14,54680,3080474,,,,,1808969,,,,,7739122,,,6267947,,
28-Jul-14,54691,3092135,,,,,1816567,,,,,7749998,,,6280789,,
29-Jul-14,54690,3104522,,,,,1824847,,,,,7761176,,,6296346,,
30-Jul-14,54716,3117925,,,,,1833026,,,,,7770954,,,6310478,,
31-Jul-14,54728,3131034,,,,,1839107,,,,,7779847,,,6324655,,
1-Aug-14,54765,3143076,,,,,1845635,,,,,7790458,,,6337957,,
2-Aug-14,54770,3156470,,,,,1851768,,,,,7802871,,,6352061,,
3-Aug-14,54791,3168405,,,,,1857615,,,,,7812468,,,6365737,,
4-Aug-14,54813,3181623,,,,,1863787,,,,,7824548,,,6380087,,
5-Aug-14,,3193355,,,,,1870145,,,,,7836384,,,6391507,,
6-Aug-14,54816,3205934,,,,,1876224,,,,,7847384,,,6406906,,
7-Aug-14,54835,3219723,,,,,1881552,,,,,7858156,,,6420878,,
8-Aug-14,54848,3231802,,,,,1886167,,,,,7870698,,,6434464,,
9-Aug-14,54887,3244070,,,,,1892883,,,,,7880117,,,6449173,,
10-Aug-14,54931,3255367,,,,,1898817,,,,,7890458,,,6460386,,
11-Aug-14,54934,3266810,,,,,1903579,,,,,7900841,,,6474740,,
12-Aug-14,54956,3279862,,,,,1909089,,,,,7910723,,,6486133,,
13-Aug-14,54989,3292792,,,,,1914780,,,,,7923477,,,6499065,,
14-Aug-14,55021,3303664,,,,,1919873,,,,,7936248,,,6513485,,
15-Aug-14,55025,3314434,,,,,1924310,,,,,7949947,,,6525946,,
16-Aug-14,55040,3326392,,,,,1929020,,,,,7961573,,,6538756,,
17-Aug-14,55043,3336608,,,,,1933374,,,,,7975810,,,6554272,,
18-Aug-14,55052,3348182,,,,,1937399,,,,,7986597,,,6567106,,
19-Aug-14,,3358012,,,,,1940818,,,,,7999104,,,6576505,,
20-Aug-14,55069,3368437,,,,,1944774,,,,,8013576,,,6589002,,
21-Aug-14,55076,3377617,,,,,1949565,,,,,8028427,,,6601426,,
22-Aug-14,55095,3388177,,,,,1957498,,,,,8045586,,,6612737,,
23-Aug-14,55127,3399958,,,,,1964390,,,,,8060257,,,6627332,,
24-Aug-14,55126,3410740,,,,,1969926,,,,,8073818,,,6641862,,
25-Aug-14,55127,3419845,,,,,1976537,,,,,8084057,,,6653242,,
26-Aug-14,55135,3426443,,,,,1979848,,,,,8098215,,,6662449,,
27-Aug-14,55160,3437963,,,,,1985363,,,,,8111268,,,6675192,,
28-Aug-14,55154,3451719,,,,,1990303,,,,,8124273,,,6686194,,
29-Aug-14,55172,3464420,,,,,1994144,,,,,8140445,,,6697563,,
30-Aug-14,55185,3478212,,,,,1998543,,,,,8155673,,,6710372,,
31-Aug-14,55201,3494555,,,,,2004489,,,,,8168776,,,6723204,,
1-Sep-14,55216,3507959,,,,,2008267,,,,,8181009,,,6736056,,
2-Sep-14,55232,3518155,,,,,2012596,,,,,8193833,,,6746246,,
3-Sep-14,55253,3525032,,,,,2016779,,,,,8206913,,,6757128,,
4-Sep-14,55280,3532794,,,,,2021201,,,,,8218350,,,6767879,,
5-Sep-14,55286,3540045,,,,,2024432,,,,,8231783,,,6778584,,
6-Sep-14,,3552008,,,,,2028066,,,,,8242932,,,6792452,,
7-Sep-14,55267,3564351,,,,,2033017,,,,,8255108,,,6804517,,
8-Sep-14,55284,3571342,,,,,2036442,,,,,8264678,,,6815948,,
9-Sep-14,55295,3578797,,,,,2040069,,,,,8275998,,,6827137,,
10-Sep-14,55311,3587515,,,,,2043120,,,,,8286212,,,6837282,,
11-Sep-14,55317,3594359,,,,,2046541,,,,,8296907,,,6847306,,
12-Sep-14,55352,3602212,,,,,2049887,,,,,8308687,,,6857578,,
13-Sep-14,55452,3614471,,,,,2053732,,,,,8321005,,,6871746,,
14-Sep-14,55501,3627357,,,,,2057987,,,,,8332079,,,6884596,,
15-Sep-14,55530,3635901,,,,,2061733,,,,,8342379,,,6895808,,
16-Sep-14,55553,3642838,,,,,2065384,,,,,8352340,,,6906911,,
17-Sep-14,55582,3650112,,,,,2068653,,,,,8362106,,,6918969,,
18-Sep-14,55611,3658049,,,,,2071698,,,,,8373872,,,6930435,,
19-Sep-14,55630,3666644,,,,,2075077,,,,,8390358,,,6941083,,
20-Sep-14,55658,3679754,,,,,2079065,,,,,8405492,,,6955199,,
21-Sep-14,55700,3692644,,,,,2082867,,,,,8417009,,,6969158,,
22-Sep-14,55724,3700254,,,,,2086040,,,,,8427872,,,6979812,,
23-Sep-14,55737,3706883,,,,,2089078,,,,,8439071,,,6990575,,
24-Sep-14,55759,3714761,,,,,2091827,,,,,8449958,,,7001579,,
25-Sep-14,55775,3721981,,,,,2094628,,,,,8461795,,,7011804,,
26-Sep-14,55786,3729015,,,,,2097015,,,,,8475136,,,7024804,,
27-Sep-14,55804,3740608,,,,,2101040,,,,,8487366,,,7040662,,
28-Sep-14,55812,3753186,,,,,2104299,,,,,8498202,,,7056367,,
29-Sep-14,55841,3760965,,,,,2107416,,,,,8507436,,,7067924,,
30-Sep-14,55858,3766811,,,,,2109432,,,,,8517137,,,7079037,,
1-Oct-14,55879,3777349,,,,,2111526,,,,,8522846,,,7088694,,
2-Oct-14,55887,3784761,,,,,2112520,,,,,8534649,,,7095217,,
3-Oct-14,55901,3795197,,,,,2116286,,,,,8545822,,,7110247,,
4-Oct-14,55932,3806231,,,,,2119255,,,,,8558166,,,7122748,,
5-Oct-14,55955,3820473,,,,,2122924,,,,,8567125,,,7136064,,
6-Oct-14,55987,3828965,,,,,2125755,,,,,8575495,,,7145381,,
7-Oct-14,56018,3837470,,,,,2128068,,,,,8583307,,,7154011,,
8-Oct-14,56026,3845338,,,,,2130132,,,,,8584915,,,7163216,,
9-Oct-14,,,,,,,2130140,,,,,8603559,,,,,
10-Oct-14,56035,3865082,,,,,2134849,,,,,8615320,,,7183595,,
11-Oct-14,56049,3878326,,,,,2137358,,,,,8626528,,,7196264,,
12-Oct-14,56067,3891740,,,,,2140471,,,,,8630949,,,7208213,,
13-Oct-14,,3896039,,,,,2143152,,,,,8646602,,,7212200,,
14-Oct-14,56069,3910059,,,,,2145352,,,,,8654504,,,7227388,,
15-Oct-14,56070,3918210,,,,,2147300,,,,,8664424,,,7235927,,
16-Oct-14,56063,3926265,,,,,2149394,,,,,8673915,,,7246341,,
17-Oct-14,56078,3934589,,,,,2151421,,,,,8684968,,,7254568,,
18-Oct-14,56082,3945512,,,,,2154687,,,,,8694814,,,7269913,,
19-Oct-14,56101,3957572,,,,,2157031,,,,,8705897,,,7282229,,
20-Oct-14,,3964503,,,,,2159861,,,,,8716418,,,7293336,,
21-Oct-14,56112,3972229,,,,,2161988,,,,,8725708,,,7301723,,
22-Oct-14,56131,3979581,,,,,2163776,,,,,8733417,,,7310691,,
23-Oct-14,56132,3985398,,,,,2166184,,,,,8744911,,,7320199,,
24-Oct-14,56156,3992908,,,,,2168450,,,,,8755862,,,7329795,,
25-Oct-14,56146,4004940,,,,,2171324,,,,,8766170,,,7340504,,
26-Oct-14,56129,4016663,,,,,2174425,,,,,8776074,,,7354985,,
27-Oct-14,56135,4023045,,,,,2176991,,,,,8785296,,,7363846,,
28-Oct-14,56137,4032719,,,,,2179528,,,,,8794751,,,7372709,,
29-Oct-14,56151,4040597,,,,,2182586,,,,,8804449,,,7382268,,
30-Oct-14,56159,4046431,,,,,2186330,,,,,8813828,,,7390904,,
31-Oct-14,56167,4055817,,,,,2189721,,,,,8825181,,,7401243,,
1-Nov-14,,4067702,,,,,2193273,,,,,8837992,,,7413344,,
2-Nov-14,56186,4080289,,,,,2197553,,,,,8849204,,,7425704,,
3-Nov-14,56194,4090073,,,,,2201230,,,,,8856372,,,7436679,,
4-Nov-14,56202,4095038,,,,,2203339,,,,,8863580,,,7443757,,
5-Nov-14,56198,4102057,,,,,2206420,,,,,8874135,,,7451654,,
6-Nov-14,56209,4108465,,,,,2208766,,,,,8882758,,,7459710,,
7-Nov-14,56224,4114416,,,,,2211055,,,,,8894475,,,7466505,,
8-Nov-14,56238,4124926,,,,,2214784,,,,,8905201,,,7479834,,
9-Nov-14,56260,4136982,,,,,2218630,,,,,8913787,,,7491093,,
10-Nov-14,,4143294,,,,,2222123,,,,,8923059,,,7500954,,
11-Nov-14,56264,4152277,,,,,2224521,,,,,8931601,,,7510259,,
12-Nov-14,56280,4158549,,,,,2227598,,,,,8939891,,,7518690,,
13-Nov-14,56290,4164083,,,,,2229910,,,,,8948135,,,7527023,,
14-Nov-14,56306,4170922,,,,,2232467,,,,,8958348,,,7534699,,
15-Nov-14,56305,4182766,,,,,2236021,,,,,8969836,,,7546182,,
16-Nov-14,56312,4194460,,,,,2239546,,,,,8980059,,,7558723,,
17-Nov-14,56335,4201598,,,,,2242571,,,,,8990990,,,7569728,,
18-Nov-14,56344,4209363,,,,,2245687,,,,,9005260,,,7579497,,
19-Nov-14,56346,4217235,,,,,2248017,,,,,9017374,,,7588350,,
20-Nov-14,56348,4224212,,,,,2250865,,,,,9029781,,,7597915,,
21-Nov-14,56353,4233921,,,,,2253638,,,,,9042253,,,7607791,,
22-Nov-14,,4245730,,,,,2257494,,,,,9055328,,,7619992,,
23-Nov-14,56382,4258997,,,,,2261720,,,,,9065558,,,7633748,,
24-Nov-14,56378,4267553,,,,,2264244,,,,,9075119,,,7644128,,
25-Nov-14,56392,4276849,,,,,2267617,,,,,9083150,,,7652726,,
26-Nov-14,56405,4287468,,,,,2270611,,,,,9092003,,,7660902,,
27-Nov-14,56409,4296398,,,,,2273571,,,,,9103129,,,7671227,,
28-Nov-14,56413,4304707,,,,,2276923,,,,,9115052,,,7682366,,
29-Nov-14,56444,4316076,,,,,2280474,,,,,9125521,,,7694493,,
30-Nov-14,,4326427,,,,,2284490,,,,,9134267,,,7706110,,
1-Dec-14,56451,4332313,,,,,2288043,,,,,9128473,,,7714542,,
2-Dec-14,56386,4323879,,,,,2287410,,,,,9138854,,,7706605,,
3-Dec-14,56401,4329937,,,,,2290626,,,,,9148167,,,7715416,,
4-Dec-14,56416,4334587,,,,,2293831,,,,,9158844,,,7723549,,
5-Dec-14,,4341896,,,,,2297214,,,,,9169801,,,7734258,,
6-Dec-14,56439,4354422,,,,,2300363,,,,,9180036,,,7746249,,
7-Dec-14,56434,4366146,,,,,2303588,,,,,9190242,,,7758767,,
8-Dec-14,56415,4375147,,,,,2306943,,,,,9200670,,,7769276,,
9-Dec-14,56436,4382180,,,,,2309429,,,,,9212436,,,7779722,,
10-Dec-14,56433,4388787,,,,,2312596,,,,,9224697,,,7789362,,
11-Dec-14,56435,4394408,,,,,2316153,,,,,9236297,,,7800953,,
12-Dec-14,56455,4403068,,,,,2319578,,,,,9250610,,,7812748,,
13-Dec-14,56461,4413880,,,,,2323159,,,,,9262649,,,7825168,,
14-Dec-14,56450,4424037,,,,,2327222,,,,,9275624,,,7837362,,
15-Dec-14,56463,4431672,,,,,2331197,,,,,9285892,,,7850035,,
16-Dec-14,56456,4437349,,,,,2334095,,,,,9299495,,,7861404,,
17-Dec-14,56438,4443614,,,,,2336941,,,,,9310492,,,7871790,,
18-Dec-14,56444,4449816,,,,,2340347,,,,,9322633,,,7884062,,
19-Dec-14,56451,4456650,,,,,2344305,,,,,9336758,,,7896060,,
20-Dec-14,56459,4465605,,,,,2347596,,,,,9348642,,,7907308,,
21-Dec-14,56458,4475532,,,,,2350625,,,,,9362888,,,7920506,,
22-Dec-14,56449,4486550,,,,,2353925,,,,,9376841,,,7932313,,
23-Dec-14,56455,4497085,,,,,2357449,,,,,9390991,,,7945520,,
24-Dec-14,56450,4510201,,,,,2361269,,,,,9411331,,,7958262,,
25-Dec-14,56454,4524214,,,,,2365623,,,,,9429656,,,7979323,,
26-Dec-14,56449,4537770,,,,,2369617,,,,,9448804,,,7995325,,
